1000 7999
877 255 58
245 177 23
608 195 23
865 805 44
919 296 67
297 254 14
430 281 29
450 648 96
630 115 89
329 318 66
693 170 38
639 818 15
131 77 68
629 558 4
328 974 30
25 692 51
849 817 41
794 130 98
696 557 96
871 735 67
508 523 15
958 164 82
127 931 4
440 664 27
227 831 57
338 60 12
572 886 76
437 306 13
47 574 79
733 242 78
632 262 91
321 805 17
676 500 97
352 303 9
198 689 100
102 220 25
53 257 21
906 738 10
850 296 56
965 221 5
485 642 90
553 815 3
312 419 74
113 904 46
728 611 2
82 434 73
205 437 25
417 666 62
592 492 41
70 970 15
322 236 24
961 339 44
884 637 19
675 161 25
972 857 7
115 946 23
179 128 19
75 336 59
512 647 17
31 978 32
647 777 39
732 912 33
235 779 58
444 934 25
430 84 52
789 316 76
264 743 3
706 696 92
74 980 5
1 442 99
554 460 49
247 223 78
553 83 28
482 713 52
881 275 4
146 949 58
942 259 11
539 269 65
410 55 19
439 320 27
111 864 66
131 198 35
222 946 66
295 176 9
865 607 77
379 720 7
139 617 75
803 367 55
614 391 29
892 811 96
577 470 51
317 423 30
223 59 44
15 315 53
101 849 54
995 109 38
917 642 74
769 306 32
505 731 53
266 291 67
162 108 81
649 450 56
836 64 1
883 674 10
69 425 21
793 520 88
133 23 48
173 598 86
587 943 80
806 35 8
490 392 64
894 995 22
153 55 35
845 930 82
207 858 92
727 924 5
7 253 38
19 804 70
282 352 75
819 36 81
991 626 63
664 634 99
243 134 52
59 110 45
684 736 79
280 823 26
200 909 68
514 326 6
678 714 31
999 208 73
710 119 74
713 578 61
122 382 85
456 70 5
955 888 42
326 131 12
54 464 15
33 65 92
759 699 77
365 213 51
27 779 60
286 440 67
467 669 45
555 926 66
948 855 66
959 787 43
450 338 99
371 682 49
899 962 69
375 50 44
940 425 36
912 972 3
68 893 13
187 639 83
649 749 93
286 153 52
553 932 4
205 759 61
257 594 86
245 886 14
421 945 99
499 999 94
642 545 34
610 490 71
525 893 82
704 538 18
90 937 63
284 502 46
656 804 80
830 287 8
836 323 49
480 159 63
936 141 4
318 111 92
648 601 5
354 686 81
250 203 98
861 636 51
994 764 74
537 6 79
552 555 34
523 326 83
652 256 83
669 780 55
583 410 96
714 976 5
823 245 90
761 157 68
586 642 14
552 921 4
364 300 78
271 385 34
5 65 58
242 581 47
545 411 17
155 397 60
15 694 67
943 913 59
151 502 16
152 942 70
255 833 70
893 414 51
696 499 82
850 977 90
608 911 56
371 877 41
245 225 76
342 814 53
928 623 47
291 130 98
396 733 7
580 108 91
818 699 7
971 684 17
200 514 97
224 231 55
628 6 70
888 369 97
347 204 34
95 743 56
188 487 98
894 447 29
462 280 8
252 946 38
884 600 28
848 357 2
216 882 70
952 249 85
908 157 65
959 48 49
869 436 53
423 567 61
631 204 83
74 866 26
30 951 5
565 221 14
142 981 3
297 246 81
477 344 19
116 3 67
978 871 41
863 815 71
300 754 76
369 240 31
302 776 53
963 655 85
203 714 82
498 898 40
97 990 24
961 380 46
910 12 39
902 585 40
41 86 39
876 813 23
417 57 86
842 78 41
116 240 13
343 115 21
875 883 66
187 696 77
433 462 24
678 283 86
695 678 39
21 174 99
427 104 86
743 472 64
50 611 81
326 480 58
943 885 1
165 630 68
958 979 48
176 120 44
667 455 20
362 225 31
733 725 62
490 174 69
647 867 67
271 533 75
530 569 34
226 783 37
782 410 75
937 440 5
839 12 38
452 473 34
26 84 70
419 528 21
546 647 21
798 396 97
125 600 81
473 648 8
193 652 3
262 974 40
563 176 53
853 31 20
201 976 34
10 539 7
33 698 36
722 479 3
637 425 51
137 120 70
195 252 73
397 378 30
296 556 13
90 59 93
987 675 69
733 178 93
841 555 23
338 344 72
397 646 9
850 823 41
134 703 96
319 221 61
351 426 43
708 89 55
874 309 70
491 373 31
390 828 92
140 596 5
793 680 88
198 98 17
547 350 75
975 739 7
456 876 11
324 100 50
924 63 16
164 957 24
299 514 5
471 647 49
990 170 52
284 764 39
822 685 9
409 714 99
560 746 78
329 804 70
902 760 94
698 234 71
867 520 52
588 960 90
912 850 25
26 221 34
949 794 48
943 408 13
383 496 87
442 35 64
332 584 46
4 150 20
132 221 100
405 255 84
727 989 70
136 320 72
759 1000 6
557 692 26
840 16 95
960 527 57
963 673 27
156 243 76
190 334 46
990 237 75
269 378 70
281 945 50
615 173 90
160 837 22
469 743 38
843 270 4
969 654 49
5 747 60
630 609 92
287 25 3
761 135 61
973 460 24
513 973 22
241 759 43
444 732 77
948 945 62
599 156 53
114 915 88
706 968 78
475 117 79
907 503 48
565 993 71
219 260 22
732 533 100
110 689 72
486 715 72
545 356 2
696 431 71
316 856 91
10 749 86
789 322 17
414 482 41
973 722 49
228 220 51
37 209 58
210 804 83
751 808 87
58 329 52
490 638 68
888 91 96
839 714 63
4 484 53
360 398 82
563 147 16
895 807 73
933 252 38
742 184 73
255 597 32
585 311 19
416 835 9
909 742 1
31 184 57
442 55 65
385 71 38
524 693 59
404 682 11
3 361 44
310 125 46
314 21 37
363 918 68
601 901 13
289 622 29
100 374 61
225 201 62
349 991 34
717 68 40
526 424 24
942 239 26
343 615 35
634 126 46
663 126 95
372 503 41
491 871 35
325 543 54
332 888 44
402 271 98
662 733 83
968 246 47
903 307 71
281 793 14
739 942 90
946 159 36
863 342 88
859 725 44
558 899 39
12 287 47
328 130 5
571 152 58
658 522 59
520 525 13
109 430 13
549 386 28
710 764 38
15 788 35
249 734 92
779 21 41
354 502 60
47 837 37
814 615 55
705 800 67
681 990 51
958 3 12
580 193 96
717 987 1
648 101 25
119 743 94
530 320 99
15 629 44
434 659 32
967 106 34
170 936 23
801 25 86
63 508 96
99 505 29
623 716 63
979 207 3
17 301 31
337 395 13
433 193 81
78 190 21
814 186 65
529 759 33
905 605 89
691 278 76
413 912 73
623 593 74
295 927 28
967 267 40
848 10 85
831 132 89
768 826 12
309 525 99
753 674 46
124 602 74
549 715 29
553 172 7
776 438 91
925 351 77
78 772 86
364 113 44
712 317 75
190 196 31
205 707 9
505 104 74
521 372 38
456 79 44
679 827 41
891 273 99
465 418 45
30 528 97
309 974 98
41 149 88
285 684 59
132 631 61
712 436 15
871 845 67
556 245 79
908 227 77
818 524 24
930 670 93
243 479 64
72 220 17
769 189 87
80 953 10
252 383 81
102 984 2
758 281 37
498 254 66
95 896 38
372 51 14
643 502 26
151 344 62
467 110 40
801 231 15
683 833 54
646 627 63
535 996 21
156 524 40
347 433 36
159 457 87
346 917 44
229 962 77
535 580 12
903 684 99
793 668 79
253 930 6
406 497 41
271 205 10
303 305 83
548 76 68
718 698 56
576 363 5
567 889 53
142 817 68
60 124 12
37 903 27
445 888 95
41 713 57
523 430 24
252 436 59
99 877 27
159 375 34
254 163 11
843 980 52
288 986 40
708 385 60
552 989 13
147 525 14
91 368 11
484 653 30
824 192 94
628 810 60
262 523 88
155 413 78
570 743 43
66 503 87
686 881 35
816 888 46
500 382 77
840 896 42
870 409 56
903 831 36
613 604 94
984 231 96
432 942 76
400 342 27
375 520 73
458 816 66
681 898 68
1000 537 14
839 268 47
471 806 67
464 715 60
988 986 51
317 28 54
145 897 43
508 304 84
274 917 3
769 778 54
630 923 56
361 258 17
924 332 59
341 211 60
562 788 12
229 612 88
964 46 84
221 299 75
221 635 87
958 738 20
271 464 37
986 957 25
887 792 21
486 985 82
602 283 6
723 160 64
817 435 36
682 226 2
527 637 26
820 777 68
250 891 23
686 698 70
469 238 30
852 621 65
418 347 37
153 900 55
116 814 55
682 116 67
852 297 57
154 552 9
894 336 12
541 784 55
240 477 31
718 900 16
977 637 34
310 140 87
102 516 72
573 8 2
82 32 46
75 640 30
742 584 24
841 447 27
157 473 41
434 529 93
778 816 73
303 968 31
672 974 18
808 314 89
905 509 60
877 336 74
156 797 91
435 945 48
647 299 26
966 294 54
163 372 96
1 399 25
699 829 57
153 308 71
68 228 87
938 26 37
728 759 73
378 689 56
15 279 37
605 810 97
179 770 82
580 13 53
679 391 41
222 633 61
409 901 71
570 875 3
279 987 52
165 555 55
633 933 97
479 648 15
553 252 13
630 913 76
681 192 54
651 700 69
393 206 11
359 434 95
965 246 80
678 951 31
839 951 96
287 792 52
590 247 42
376 207 26
502 440 12
607 992 21
167 861 17
106 974 34
666 230 96
168 179 7
756 679 69
452 297 92
710 884 27
674 105 88
780 935 71
154 627 82
34 113 79
796 717 66
422 177 98
77 128 77
882 992 55
333 124 32
928 521 33
26 327 27
107 345 73
773 886 68
50 791 71
58 968 37
665 659 51
841 534 65
154 658 18
975 483 24
403 667 34
34 853 15
890 78 71
127 841 45
176 85 86
720 307 69
68 875 80
240 717 61
19 5 86
9 743 91
798 660 9
583 371 71
176 729 12
760 109 17
937 120 16
957 873 37
114 270 78
363 975 93
652 737 63
935 587 3
189 148 3
382 475 69
558 647 65
289 113 32
206 424 97
781 660 80
808 193 49
856 428 26
482 854 36
114 108 80
178 295 43
683 902 41
795 896 80
948 791 64
589 871 40
484 72 99
838 686 8
528 987 24
702 762 60
839 61 4
266 595 86
959 410 66
43 521 96
790 172 89
619 513 76
948 233 44
966 834 39
1000 35 67
308 601 65
424 195 28
279 217 63
517 536 18
810 91 18
315 262 8
711 109 81
632 698 91
485 557 12
370 391 84
15 393 40
417 237 32
449 258 30
583 633 70
415 267 79
156 323 59
554 378 76
978 192 33
123 997 66
627 710 2
446 600 66
179 828 69
193 374 71
876 50 18
428 405 32
232 416 43
182 467 63
79 728 74
730 448 51
801 466 21
735 239 19
159 14 56
91 280 93
221 725 50
331 445 90
603 562 99
567 415 51
226 393 4
614 326 49
994 710 56
748 412 43
390 547 37
81 964 1
904 134 51
282 548 77
164 753 24
174 578 2
80 406 29
853 836 19
334 270 57
281 285 41
39 119 49
882 135 53
508 923 14
448 275 67
2 585 8
36 399 99
791 894 27
131 294 73
36 962 6
584 323 90
828 107 39
127 813 64
695 173 47
508 397 58
80 577 64
373 16 35
581 974 19
438 6 90
596 55 76
624 758 97
883 778 58
848 280 6
406 733 63
260 229 48
635 693 68
601 583 78
181 903 94
243 766 60
611 835 84
527 732 41
702 683 65
378 954 20
206 713 88
56 965 52
111 44 21
1000 605 78
381 541 66
703 365 69
176 774 25
711 893 83
835 616 22
827 893 24
593 241 56
883 47 58
379 340 85
826 934 60
140 322 100
520 303 87
535 448 93
933 732 84
208 589 21
833 858 89
888 425 30
181 127 53
255 263 52
404 122 92
852 276 57
115 943 56
405 927 40
257 332 77
512 743 28
964 708 65
381 228 40
410 722 63
170 822 60
683 289 47
330 850 44
493 608 63
482 442 11
376 715 40
231 461 17
444 597 29
934 724 1
686 443 45
875 455 70
975 489 73
72 207 97
618 933 34
637 902 81
648 437 29
877 660 96
303 540 32
928 286 56
45 84 53
108 776 92
846 627 91
356 486 2
819 20 94
720 296 68
298 409 68
768 158 30
230 825 37
883 733 32
857 209 33
263 246 95
573 782 23
952 163 55
638 532 83
575 169 33
291 553 1
933 156 64
124 589 25
784 464 12
841 58 58
298 19 79
741 264 22
535 818 67
303 71 73
497 403 93
72 639 42
823 40 8
394 488 78
739 134 7
231 90 90
585 983 35
496 682 85
755 313 7
592 937 10
784 855 65
583 458 45
27 997 92
507 224 32
164 952 68
652 304 72
361 681 53
274 31 67
225 187 33
816 205 75
941 620 71
775 620 27
810 862 5
733 330 62
872 736 96
606 551 100
176 681 85
215 79 94
851 409 96
283 897 65
849 526 65
926 14 70
170 499 42
375 176 18
79 700 56
585 73 45
501 441 15
483 26 58
543 748 63
26 226 72
366 862 20
562 92 80
411 918 90
217 183 41
475 729 30
435 336 1
112 581 54
133 656 55
594 154 36
221 665 98
166 313 41
619 213 34
233 332 95
305 53 88
456 561 5
369 985 21
75 293 28
89 118 5
868 113 58
797 25 20
966 48 60
829 29 25
322 832 64
824 395 43
627 204 18
127 263 30
113 487 75
966 82 13
910 194 17
61 248 20
937 622 46
493 270 59
949 580 42
403 819 83
987 445 52
726 65 63
956 999 53
994 411 95
965 892 19
612 557 66
302 990 55
337 195 39
571 663 66
327 329 42
400 809 83
198 297 70
824 897 97
148 635 69
